gene_IDs	gene_names	logFC	PValue
ENSG00000005022	SLC25A5	-0.142747415106411	0.350141475572607
ENSG00000005059	MCUB	0.378288717387474	0.0324397967569292
ENSG00000005073	HOXA11	0.932704455321695	6.14096998415058e-05
ENSG00000005075	POLR2J	0.257630740704637	0.0747133336425199
ENSG00000005100	DHX33	0.685950477586485	3.87715518663819e-15
ENSG00000005102	MEOX1	-1.20409290866791	3.31512841629889e-09
ENSG00000005108	THSD7A	-1.03423570784472	2.56067254702543e-05
ENSG00000005156	LIG3	0.609292392903134	4.77751801590149e-10
ENSG00000005175	RPAP3	0.320011531600695	0.0160359068517177
ENSG00000005187	ACSM3	-1.26281584519316	1.4889862934591e-14
ENSG00000005189	AC004381.6	0.653311018826244	4.25710002116753e-06
ENSG00000005194	CIAPIN1	0.546122834835865	5.87802565699049e-07
ENSG00000005206	SPPL2B	0.213768829042882	0.175520723911351
ENSG00000005238	FAM214B	-1.02458362053971	4.80916779387108e-21
ENSG00000005243	COPZ2	-0.469515568647755	0.0170209291028026
ENSG00000005249	PRKAR2B	-2.09948387857187	7.49519229394828e-24
ENSG00000005302	MSL3	0.359448941722538	4.29046318765551e-05
ENSG00000005339	CREBBP	0.0259327371739439	0.823970788215084
ENSG00000005379	TSPOAP1	0.193077278380361	0.373620560939637
ENSG00000005436	GCFC2	0.048629853220904	0.718457221847209
ENSG00000005448	WDR54	1.18840897012366	4.50283843597133e-14
ENSG00000005469	CROT	-1.47267392750187	1.04681531676582e-18
ENSG00000005471	ABCB4	-0.598497544196176	0.000961182042883495
ENSG00000005483	KMT2E	-0.505788138563649	0.000385613334149067
ENSG00000005486	RHBDD2	0.297047925929463	0.0206807279062552
ENSG00000005513	SOX8	-1.55207748899768	7.05939123521847e-06
ENSG00000005700	IBTK	-0.217133477156414	0.129060913696309
ENSG00000005801	ZNF195	0.587615713473807	7.64937506759567e-07
ENSG00000005810	MYCBP2	0.248151961971327	0.118465043972591
ENSG00000005812	FBXL3	-0.663091174816747	2.3738636679318e-08
ENSG00000005844	ITGAL	-1.24606779756721	1.11689859053522e-11
ENSG00000005882	PDK2	-0.906014525681937	6.82445290462042e-08
ENSG00000005884	ITGA3	-0.872235974821282	1.41719073065299e-10
ENSG00000005889	ZFX	-0.120112214746533	0.330044619789555
ENSG00000005893	LAMP2	0.17475325141491	0.157986279074166
ENSG00000005961	ITGA2B	0.0462373682655218	0.836908957692459
ENSG00000006007	GDE1	-0.775511104669509	2.72913981881857e-18
ENSG00000006015	C19orf60	1.02888115778948	1.20172213908014e-08
ENSG00000006016	CRLF1	-0.585733016546856	0.00180769420200869
ENSG00000006025	OSBPL7	-0.675728600062477	6.6830574456236e-06
ENSG00000006042	TMEM98	-0.531341894531993	0.000302669368267088
ENSG00000006047	YBX2	-0.717438690064022	0.000518875572376446
ENSG00000006062	MAP3K14	-0.341568223923384	0.0042632921534528
ENSG00000006071	ABCC8	-2.41168360598996	9.38544568900825e-17
ENSG00000006118	TMEM132A	2.54371344706337	1.13633959869264e-53
ENSG00000006125	AP2B1	0.0458270548175619	0.618353204267182
ENSG00000006128	TAC1	-2.10107119167978	1.92015244248308e-06
ENSG00000006194	ZNF263	0.686785923421894	2.58875261602406e-16
ENSG00000006210	CX3CL1	-0.245290107453367	0.156163134387099
ENSG00000006282	SPATA20	-0.311859363990376	0.0425448411940203
ENSG00000006327	TNFRSF12A	2.68184174200955	1.03637450650523e-40
ENSG00000006432	MAP3K9	0.140163159241771	0.310424410418915
ENSG00000006451	RALA	0.0852858696045772	0.386038633730507
ENSG00000006453	BAIAP2L1	0.318749317887214	0.00468979405957339
ENSG00000006459	KDM7A	0.0851376549120912	0.600784324581919
ENSG00000006468	ETV1	-0.199056575406662	0.316215498607108
ENSG00000006530	AGK	0.437274768729917	1.95302297394535e-05
ENSG00000006534	ALDH3B1	0.347594468915673	0.0280143693303995
ENSG00000006555	TTC22	-1.58408554389452	1.83141087908819e-35
ENSG00000006576	PHTF2	0.134595720169151	0.327911877287305
ENSG00000006606	CCL26	1.48931601280323	4.37967538026212e-06
ENSG00000006607	FARP2	-0.0757821431474514	0.433093277469245
ENSG00000006611	USH1C	-0.218919583893842	0.115432161698256
ENSG00000006625	GGCT	0.723184023787772	9.30108979458767e-09
ENSG00000006634	DBF4	1.0411960611322	1.1373179195264e-09
ENSG00000006638	TBXA2R	-0.434429528068747	0.0104715292458106
ENSG00000006652	IFRD1	0.373740805228507	0.00143015907877263
ENSG00000006695	COX10	-0.555366515457716	1.382017519743e-09
ENSG00000006704	GTF2IRD1	2.11838092706994	2.62746004779429e-53
ENSG00000006712	PAF1	0.0964746250503616	0.464665507689322
ENSG00000006715	VPS41	0.0765444291105615	0.353754071729305
ENSG00000006740	ARHGAP44	-2.7198088576432	2.94494226066788e-41
ENSG00000006744	ELAC2	0.236385586010063	0.0456094166428271
ENSG00000006747	SCIN	-3.22964144111874	6.86041462080969e-33
ENSG00000006756	ARSD	-0.264330115012164	0.0387073228939179
ENSG00000006757	PNPLA4	0.0520315172398227	0.697794359321907
ENSG00000006831	ADIPOR2	-0.341497605673093	3.12952052915008e-05
ENSG00000006837	CDKL3	0.796892951149266	4.717049245705e-06
ENSG00000007038	PRSS21	-1.12727314408132	0.0087860886320942
ENSG00000007047	MARK4	0.231740361848277	0.0278021905850984
ENSG00000007062	PROM1	-0.72471612154636	0.0118288136779595
ENSG00000007080	CCDC124	0.566185439048935	0.00169663254125368
ENSG00000007129	CEACAM21	-0.681791912963415	7.96228334901409e-06
ENSG00000007168	PAFAH1B1	-0.663960029651022	7.64942629119543e-18
ENSG00000007171	NOS2	-0.562476973344419	0.0971365710263669
ENSG00000007174	DNAH9	-0.546589847546414	0.0115549948827282
ENSG00000007202	KIAA0100	-0.0455701817183433	0.592178988026824
ENSG00000007216	SLC13A2	-3.12812752336126	1.02592439366118e-11
ENSG00000007237	GAS7	-1.44777584785581	6.53842960908303e-17
ENSG00000007255	TRAPPC6A	0.316643209454597	0.0970557482550518
ENSG00000007264	MATK	-1.27982314066173	5.64939101545862e-09
ENSG00000007306	CEACAM7	-5.86570385744744	8.0128275338198e-35
ENSG00000007312	CD79B	-1.95614089571004	3.79112256519436e-13
ENSG00000007314	SCN4A	-1.91603386154793	1.59252073240967e-08
ENSG00000007341	ST7L	0.130072785414766	0.253908441757637
ENSG00000007372	PAX6	-0.260842677902983	0.134256210900388
ENSG00000007376	RPUSD1	1.03787194933736	2.37063203595804e-09
ENSG00000007384	RHBDF1	0.967654801895023	9.82145065355647e-12
ENSG00000007392	LUC7L	0.878656951953059	1.00812597070961e-11
ENSG00000007402	CACNA2D2	-0.764733448972449	0.00404236815791598
ENSG00000007516	BAIAP3	-0.716136786784948	0.000750681081761208
ENSG00000007520	TSR3	0.160079029888943	0.262098226125008
ENSG00000007541	PIGQ	0.442819041964806	0.0041905108280734
ENSG00000007545	CRAMP1	0.495724620853044	4.59187110571663e-09
ENSG00000007866	TEAD3	-0.234188412097395	0.0592480094641491
ENSG00000007908	SELE	1.53465997601646	3.06026292742711e-06
ENSG00000007923	DNAJC11	-0.380806388174606	0.000139895999045662
ENSG00000007933	FMO3	1.02341082165129	5.27730038389638e-08
ENSG00000007944	MYLIP	-0.126492141915024	0.209165490276521
ENSG00000007952	NOX1	0.34329512005301	0.116130845691803
ENSG00000007968	E2F2	-0.670798335695408	1.71819132237468e-06
ENSG00000008018	PSMB1	0.575094784680311	1.76699928043736e-05
ENSG00000008056	SYN1	0.116491582582043	0.640221670508833
ENSG00000008083	JARID2	0.321209783696944	0.00509533747315347
ENSG00000008086	CDKL5	-0.0140112683835303	0.946912733251951
ENSG00000008118	CAMK1G	0.535143979353132	0.0264115661443822
ENSG00000008128	CDK11A	-0.0114456103137817	0.939045489134143
ENSG00000008130	NADK	-0.298061561132431	0.00895380791240334
ENSG00000008226	DLEC1	-0.722944883777658	0.000491470744672544
ENSG00000008256	CYTH3	-0.116923458765562	0.327628646150774
ENSG00000008277	ADAM22	-0.41201541146886	0.0108339455029454
ENSG00000008282	SYPL1	0.166835722788624	0.14672394261142
ENSG00000008283	CYB561	0.287478136431946	0.0107064062045847
ENSG00000008294	SPAG9	-0.45415512772701	0.000124081255501758
ENSG00000008300	CELSR3	2.31227917434953	4.38500404987009e-25
ENSG00000008311	AASS	-0.184962012342949	0.382476481158927
ENSG00000008323	PLEKHG6	-1.07942155786454	7.48573359903742e-12
ENSG00000008324	SS18L2	0.297997392282556	0.00758429077927979
ENSG00000008382	MPND	-1.01942323716898	9.83265850740545e-10
ENSG00000008394	MGST1	-0.86579180421656	9.34046554741103e-09
ENSG00000008405	CRY1	0.0238640224625239	0.830846098905895
ENSG00000008441	NFIX	0.121701286612568	0.323295773901553
ENSG00000008513	ST3GAL1	0.322444649408664	0.0693786354651739
ENSG00000008516	MMP25	-1.10208547839799	4.06488547031281e-09
ENSG00000008517	IL32	0.0405560999914225	0.83714788159036
ENSG00000008710	PKD1	0.00310903453905366	0.984740108583671
ENSG00000008735	MAPK8IP2	-0.665017565389033	0.010203463421772
ENSG00000008838	MED24	0.328089665454968	0.00694106834287153
ENSG00000008853	RHOBTB2	0.411721696759851	0.0107772019703074
ENSG00000008869	HEATR5B	-0.371996138104291	0.00168803432096693
ENSG00000008952	SEC62	-0.407283174402949	0.000237119976723198
ENSG00000008988	RPS20	0.0993352846505112	0.429776764628567
ENSG00000009307	CSDE1	-0.517888927281524	1.24431316799404e-08
ENSG00000009335	UBE3C	0.404658094479403	2.58523641630647e-07
ENSG00000009413	REV3L	-0.473747061912105	0.00947735907266899
ENSG00000009694	TENM1	-2.47425705958342	3.66316084735421e-09
ENSG00000009724	MASP2	-0.466450913231587	0.0638216783188687
ENSG00000009765	IYD	-0.228071477802762	0.255511282166246
ENSG00000009780	FAM76A	-0.233331744025504	0.0396423764080831
ENSG00000009790	TRAF3IP3	-1.13575342470089	5.66257366084965e-08
ENSG00000009830	POMT2	0.257044934702172	0.00718493438585907
ENSG00000009844	VTA1	-0.355610231086667	0.000176607249173484
ENSG00000009950	MLXIPL	3.06615075578683	1.03266947005067e-25
ENSG00000009954	BAZ1B	0.459704767496364	2.40735185780157e-06
ENSG00000010017	RANBP9	-0.00596905474504752	0.93898535201259
ENSG00000010030	ETV7	1.0559565137454	6.91813976006118e-08
ENSG00000010072	SPRTN	0.251226709691722	0.00408749932284924
ENSG00000010165	METTL13	0.4911781152997	1.72152241144373e-05
ENSG00000010219	DYRK4	0.415732586623033	0.00175612807737155
ENSG00000010244	ZNF207	0.538756313291911	1.10622876603758e-08
ENSG00000010256	UQCRC1	-0.444162662706237	0.0148439355027264
ENSG00000010270	STARD3NL	0.170612501554835	0.112235033066999
ENSG00000010278	CD9	0.0152280310430738	0.893208171823139
ENSG00000010292	NCAPD2	0.650119856542998	1.93892549262664e-08
ENSG00000010295	IFFO1	-0.294118515893328	0.0736195943461345
ENSG00000010310	GIPR	-0.0757308275723469	0.743618325934083
ENSG00000010318	PHF7	-1.06591217744344	6.3234880175749e-17
ENSG00000010319	SEMA3G	-2.17029670856997	6.1137482883236e-28
ENSG00000010322	NISCH	-0.0616554700949563	0.60858988640551
ENSG00000010327	STAB1	-1.23752229193046	9.39215257632512e-10
ENSG00000010361	FUZ	-0.462519519403212	0.0314054207552108
ENSG00000010404	IDS	-0.711874838912954	1.1004994700408e-05
ENSG00000010438	PRSS3	-0.428266758237331	0.022150794835186
ENSG00000010539	ZNF200	0.77491969244353	2.43908914718497e-18
ENSG00000010610	CD4	-0.967693229076148	1.65375936744977e-09
ENSG00000010626	LRRC23	0.357168626505103	0.00631698024408555
ENSG00000010671	BTK	-1.5327043189662	1.8781203524329e-14
ENSG00000010704	HFE	-0.0737549923955727	0.456053801531237
ENSG00000010803	SCMH1	-0.125483871256114	0.229632859730323
ENSG00000010810	FYN	-0.441124786861853	0.00132746971533617
ENSG00000010818	HIVEP2	-0.105653320883146	0.380835570554516
ENSG00000010932	FMO1	0.988481790952166	0.000300386991413744
ENSG00000011007	TCEB3	-0.376694217751937	0.000182495206546498
ENSG00000011009	LYPLA2	-0.177810809650975	0.181373713137987
ENSG00000011021	CLCN6	-0.204387316999269	0.12234569870371
ENSG00000011028	MRC2	0.0562933693876894	0.75767132441276
ENSG00000011052	NME1-NME2	1.28279122938008	4.49875201117129e-08
ENSG00000011083	SLC6A7	-0.313348763693977	0.217800799370189
ENSG00000011105	TSPAN9	0.503491738665177	0.000104167628322363
ENSG00000011114	BTBD7	-0.535286891788265	3.29191788875625e-07
ENSG00000011132	APBA3	0.570470480959869	0.000105854851918459
ENSG00000011143	MKS1	0.597383771181004	2.44103175343968e-10
ENSG00000011198	ABHD5	-1.16458012503132	2.06046759831702e-28
ENSG00000011201	ANOS1	2.81731689635709	4.88344701746336e-30
ENSG00000011243	AKAP8L	0.625046435049007	1.9188741484194e-08
ENSG00000011258	MBTD1	-0.175323813403887	0.298395156131179
ENSG00000011260	UTP18	0.689815191529354	6.6732585459124e-09
ENSG00000011275	RNF216	0.377793621482821	3.58787047512822e-05
ENSG00000011295	TTC19	-0.346139620305128	0.000278523826318092
ENSG00000011304	PTBP1	0.585560486875352	2.10271244762898e-09
ENSG00000011332	DPF1	1.23601062272057	7.49056707965237e-10
ENSG00000011347	SYT7	1.54108707751237	5.238200044085e-16
ENSG00000011376	LARS2	0.397794399986482	0.000295608675983717
ENSG00000011405	PIK3C2A	-0.0848996242792953	0.608322346669045
ENSG00000011422	PLAUR	0.749628090137178	1.10401140617444e-06
ENSG00000011426	ANLN	1.95575972564818	4.2324308149877e-25
ENSG00000011451	WIZ	0.378116704672069	0.000743522513900505
ENSG00000011454	RABGAP1	-0.42664137023828	0.000148473715263444
ENSG00000011465	DCN	-1.78117046198795	2.73345686131367e-19
ENSG00000011478	QPCTL	0.765419439024259	4.76930187263162e-07
ENSG00000011485	PPP5C	0.499032996504511	3.43846865252681e-05
ENSG00000011523	CEP68	0.00214350854219018	0.983916126369446
ENSG00000011566	MAP4K3	0.208451573973021	0.0989867384186256
ENSG00000011590	ZBTB32	0.280179125617855	0.225151683462441
ENSG00000011600	TYROBP	-0.315929381590094	0.118948075887196
ENSG00000011638	TMEM159	0.0666444472462965	0.573244037096414
ENSG00000012048	BRCA1	1.1397309466771	1.82601711295365e-14
ENSG00000012061	ERCC1	0.289189286639913	0.00487384355069965
ENSG00000012124	CD22	-2.50968723143882	4.24475522932491e-14
ENSG00000012171	SEMA3B	-1.00026861631803	1.29515549009461e-07
ENSG00000012174	MBTPS2	0.752015005840971	6.40050286361598e-10
ENSG00000012211	PRICKLE3	0.890302034013073	7.92832192158461e-10
ENSG00000012223	LTF	-0.549053127676314	0.057157457899069
ENSG00000012232	EXTL3	0.351476205172728	0.00298050949485075
ENSG00000012504	NR1H4	-4.74573114563123	2.26719566395123e-28
ENSG00000012660	ELOVL5	0.858338968353434	4.02802195129594e-08
ENSG00000012779	ALOX5	0.0198934889558197	0.91862373513409
ENSG00000012822	CALCOCO1	-0.108271752444767	0.379445125310855
ENSG00000012963	UBR7	-0.420447107055641	1.3862458505053e-06
ENSG00000012983	MAP4K5	-0.187293882563099	0.193363403610778
ENSG00000013016	EHD3	0.264679275909262	0.0891363925164554
ENSG00000013275	PSMC4	0.390911687224052	0.00419092194079515
ENSG00000013288	MAN2B2	-0.456512398271145	5.21658288926505e-06
ENSG00000013293	SLC7A14	-5.10518063959208	1.05593362331901e-29
ENSG00000013297	CLDN11	-2.36418516067424	3.74754930251099e-19
ENSG00000013306	SLC25A39	0.591755498197369	0.000131172371086237
ENSG00000013364	MVP	-0.82486131672089	2.28568336199149e-07
ENSG00000013374	NUB1	-0.0735564834420797	0.493285666955804
ENSG00000013375	PGM3	0.471573941727328	7.51210701100794e-05
ENSG00000013392	RWDD2A	0.414136231349776	0.000691247186177794
ENSG00000013441	CLK1	0.278310474784969	0.0150371675698619
ENSG00000013503	POLR3B	0.157847198406389	0.0733304929753186
ENSG00000013523	ANGEL1	0.796967680806529	8.40466073293654e-18
ENSG00000013561	RNF14	-0.612447115791197	1.2253192951243e-10
ENSG00000013563	DNASE1L1	0.42480954078074	0.0010684314360812
ENSG00000013573	DDX11	1.14350714231398	1.58138910860404e-21
ENSG00000013583	HEBP1	-0.329593811559608	0.0128415643007457
ENSG00000013588	GPRC5A	0.409183426249494	0.021555239924688
ENSG00000013619	MAMLD1	-0.412480404690957	0.0385924456009158
ENSG00000013725	CD6	-0.609858277651817	0.000684978032157339
ENSG00000013810	TACC3	0.86895700871177	1.25140814537373e-09
ENSG00000014123	UFL1	-0.311581011931693	0.016909291224712
ENSG00000014138	POLA2	0.950575022267724	1.9259680710972e-16
ENSG00000014164	ZC3H3	0.337218168224383	0.011908176948258
ENSG00000014216	CAPN1	0.0414396104292116	0.766344293940094
ENSG00000014257	ACPP	0.509190087264101	0.019745836090651
ENSG00000014641	MDH1	-0.576090890049811	9.89669770474533e-08
ENSG00000014824	SLC30A9	-0.345929748531813	0.00366000840870151
ENSG00000014914	MTMR11	-0.627303600367561	3.7311788472177e-05
ENSG00000014919	COX15	-0.213483213509174	0.0050280226805755
ENSG00000015133	CCDC88C	-0.499420546041316	0.000129324145103945
ENSG00000015153	YAF2	0.444016274813113	0.00199298815619128
ENSG00000015171	ZMYND11	-0.202649196032705	0.0320031036662571
ENSG00000015285	WAS	-1.07167807613012	1.92865009850807e-09
ENSG00000015413	DPEP1	6.1494077654983	1.71644256404003e-24
ENSG00000015475	BID	1.09853244732451	1.19473065806364e-18
ENSG00000015479	MATR3	0.163985608267698	0.502920114451811
ENSG00000015520	NPC1L1	1.94716936926669	8.95290536661012e-07
ENSG00000015532	XYLT2	0.319067926638556	0.00921787988636377
ENSG00000015676	NUDCD3	0.561415978068316	1.7692242574749e-08
ENSG00000016082	ISL1	-1.16013221330024	0.012157051696568
ENSG00000016391	CHDH	0.513319828052062	0.00131582236678425
ENSG00000016402	IL20RA	1.24497325495254	9.88177162076825e-15
ENSG00000016490	CLCA1	-4.77575483000083	7.42506849145315e-20
ENSG00000016602	CLCA4	-7.5956637167694	7.32754731120246e-38
ENSG00000016864	GLT8D1	0.266201724820796	0.000418058415049794
ENSG00000017260	ATP2C1	0.413896887034729	2.11661713210997e-06
ENSG00000017427	IGF1	-2.15848589483802	5.89578112376097e-18
ENSG00000017483	SLC38A5	1.88302980718296	4.16048993408429e-12
ENSG00000017797	RALBP1	-0.522833765866851	1.68602229442101e-08
ENSG00000018189	RUFY3	-0.31819562115596	0.0551933004195481
ENSG00000018236	CNTN1	-3.54407974380796	6.66835021075852e-30
ENSG00000018280	SLC11A1	2.49861277272129	7.40590135287273e-22
ENSG00000018408	WWTR1	-0.931815236709468	1.11491590664554e-06
ENSG00000018510	AGPS	-0.251956795200241	0.039885824710038
ENSG00000018610	CXorf56	0.164457091698149	0.130275852273967
ENSG00000018625	ATP1A2	-4.87101305725537	2.35731130454143e-30
ENSG00000018699	TTC27	0.502315320114631	5.94947013522982e-06
ENSG00000018869	ZNF582	-1.54836250524477	8.48163436308176e-17
ENSG00000019102	VSIG2	-3.9150846775212	2.34198221621135e-23
ENSG00000019144	PHLDB1	-0.57042925630263	7.95519012859825e-07
ENSG00000019169	MARCO	-0.334514773344202	0.391579581611961
ENSG00000019485	PRDM11	0.0105357889984514	0.943045232161357
ENSG00000019505	SYT13	-0.955747847130262	6.69899945415593e-05
ENSG00000019549	SNAI2	-0.417105756695015	0.0140425948297924
ENSG00000019582	CD74	-0.633902916475327	0.000163326559074319
ENSG00000019991	HGF	-0.158192022779591	0.475655302564349
ENSG00000019995	ZRANB1	-0.19510611780584	0.0534740056848582
ENSG00000020129	NCDN	0.5536751343062	5.89567892141152e-06
ENSG00000020181	ADGRA2	-0.20123297514562	0.225317008950106
ENSG00000020256	ZFP64	0.708944088956378	6.41876040166472e-11
ENSG00000020426	MNAT1	0.551777648804562	7.82101336709487e-06
ENSG00000020577	SAMD4A	-0.891366626137086	2.3676000443758e-05
ENSG00000020633	RUNX3	-0.529925586092303	0.00754279841475912
ENSG00000020922	MRE11	0.556045952576907	2.3089008141925e-05
ENSG00000021300	PLEKHB1	1.02167446044216	1.70589982417009e-06
ENSG00000021355	SERPINB1	0.0876845486754867	0.52989772788013
ENSG00000021574	SPAST	-0.0157839070766808	0.912730152730017
ENSG00000021645	NRXN3	-0.74158840691963	0.0570062871787661
ENSG00000021762	OSBPL5	-0.0827676176779648	0.559811976108764
ENSG00000021776	AQR	-0.0526457773709843	0.626253908305989
ENSG00000021826	CPS1	0.502053097624955	0.192864020423473
ENSG00000022267	FHL1	-2.85244971278002	9.67823585999454e-31
ENSG00000022277	RTFDC1	0.23068624361224	0.0585843817484474
ENSG00000022556	NLRP2	-2.25808262819993	1.99757188770981e-09
ENSG00000022567	SLC45A4	0.057621285370689	0.592190709373266
ENSG00000022840	RNF10	-0.476981903384765	1.48037527932068e-08
ENSG00000022976	ZNF839	-0.183220009412108	0.111737834688475
ENSG00000023041	ZDHHC6	0.200451218520307	0.00892244702230351
ENSG00000023171	GRAMD1B	0.104589999597625	0.667802876782418
ENSG00000023191	RNH1	0.212970444860369	0.155308751195369
ENSG00000023228	NDUFS1	-0.642601927037697	2.61522684350893e-15
ENSG00000023287	RB1CC1	-0.147048180117858	0.420476568272896
ENSG00000023318	ERP44	-0.270730667347304	0.00857393233308505
ENSG00000023330	ALAS1	-0.659188982672611	3.70707684115187e-08
ENSG00000023445	BIRC3	-1.24804148663842	5.55670852643418e-08
ENSG00000023516	AKAP11	0.321805744185772	0.0555880564479669
ENSG00000023572	GLRX2	0.0947102565447586	0.420366825139391
ENSG00000023608	SNAPC1	0.308432745033944	0.00624646542165166
ENSG00000023697	DERA	-0.725827751132816	8.68381736244209e-09
ENSG00000023734	STRAP	0.526705361830619	1.13208627386415e-07
ENSG00000023839	ABCC2	1.9152114272951	4.43329038095069e-10
ENSG00000023892	DEF6	0.406227525628882	0.00588507063676064
ENSG00000023902	PLEKHO1	-1.15392507270358	4.0753499903027e-12
ENSG00000023909	GCLM	-0.0536405494869125	0.731847739206837
ENSG00000024048	UBR2	-0.564596439253737	1.12622776680772e-06
ENSG00000024422	EHD2	-0.784650731268537	5.04518211018776e-05
ENSG00000024526	DEPDC1	0.691314418622608	0.000810991761308239
ENSG00000024862	CCDC28A	-0.583953466939488	6.16763427950386e-06
ENSG00000025039	RRAGD	-0.697513627190308	4.54254050119122e-05
ENSG00000025156	HSF2	0.312052265732742	0.00386641350541313
ENSG00000025293	PHF20	0.618214473584249	1.18947762158938e-08
ENSG00000025423	HSD17B6	-1.23017205311479	9.61794155005503e-11
ENSG00000025434	NR1H3	-0.519160087178985	0.000937864701503213
ENSG00000025708	TYMP	0.303109059364565	0.091138779913269
ENSG00000025770	NCAPH2	0.501211424394176	0.00191756140426813
ENSG00000025772	TOMM34	1.57162413156992	8.80560601975807e-33
ENSG00000025796	SEC63	-0.0419490807926609	0.732033718439389
ENSG00000025800	KPNA6	-0.0126328631431192	0.910021837083485
ENSG00000026025	VIM	-0.797116521731913	2.53838819672683e-08
ENSG00000026036	RTEL1-TNFRSF6B	1.68007236778485	7.96388909564936e-12
ENSG00000026103	FAS	-1.43980507995099	2.09106630638503e-17
